ID	Taxonomy	ITS-Behnsen-MY-1	ITS-Behnsen-MY-10	ITS-Behnsen-MY-11	ITS-Behnsen-MY-12	ITS-Behnsen-MY-13	ITS-Behnsen-MY-14	ITS-Behnsen-MY-15	ITS-Behnsen-MY-16	ITS-Behnsen-MY-17	ITS-Behnsen-MY-18	ITS-Behnsen-MY-19	ITS-Behnsen-MY-2	ITS-Behnsen-MY-20	ITS-Behnsen-MY-21	ITS-Behnsen-MY-22	ITS-Behnsen-MY-23	ITS-Behnsen-MY-24	ITS-Behnsen-MY-25	ITS-Behnsen-MY-26	ITS-Behnsen-MY-27	ITS-Behnsen-MY-28	ITS-Behnsen-MY-29	ITS-Behnsen-MY-3	ITS-Behnsen-MY-30	ITS-Behnsen-MY-31	ITS-Behnsen-MY-32	ITS-Behnsen-MY-33	ITS-Behnsen-MY-34	ITS-Behnsen-MY-35	ITS-Behnsen-MY-36	ITS-Behnsen-MY-37	ITS-Behnsen-MY-38	ITS-Behnsen-MY-39	ITS-Behnsen-MY-4	ITS-Behnsen-MY-40	ITS-Behnsen-MY-41	ITS-Behnsen-MY-42	ITS-Behnsen-MY-43	ITS-Behnsen-MY-44	ITS-Behnsen-MY-45	ITS-Behnsen-MY-46	ITS-Behnsen-MY-47	ITS-Behnsen-MY-48	ITS-Behnsen-MY-49	ITS-Behnsen-MY-5	ITS-Behnsen-MY-50	ITS-Behnsen-MY-51	ITS-Behnsen-MY-52	ITS-Behnsen-MY-53	ITS-Behnsen-MY-54	ITS-Behnsen-MY-55	ITS-Behnsen-MY-56	ITS-Behnsen-MY-57	ITS-Behnsen-MY-58	ITS-Behnsen-MY-59	ITS-Behnsen-MY-6	ITS-Behnsen-MY-60	ITS-Behnsen-MY-61	ITS-Behnsen-MY-62	ITS-Behnsen-MY-63	ITS-Behnsen-MY-64	ITS-Behnsen-MY-65	ITS-Behnsen-MY-66	ITS-Behnsen-MY-67	ITS-Behnsen-MY-68	ITS-Behnsen-MY-69	ITS-Behnsen-MY-7	ITS-Behnsen-MY-8	ITS-Behnsen-MY-9	ITS-Negative-Control-sample2	ITS-Negative-Ctrl-2-Underhill	ITS-Positive-Ctrl-2-Underhill
ASV 1123	k__Fungi ; p__Mucoromycota ; c__Mucoromycetes ; o__Mucorales ; f__Lichtheimiaceae ; g__Lichtheimia ; s__corymbifera	0	0	0	0	0	0	0	0	10	4	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1124	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1125	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Microascus ; s__brevicaulis	0	0	0	0	0	0	0	0	1	3	1	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0
ASV 1126	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Trichocomaceae ; g__Talaromyces ; s__piceae	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1127	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__aurantiogriseum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV 1128	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 1129	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__aurantiogriseum	3	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	2	1	0	0	0
ASV 1130	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
ASV 1131	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1132	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1133	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
ASV 1134	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Trichocomaceae ; g__Xerochrysium ; s__dermatitidis	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV 1135	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	2	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
ASV 1136	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__hortae	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV 1137	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__penicillioides	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0
ASV 1138	k__Fungi ; p__Mucoromycota ; c__Mucoromycetes ; o__Mucorales ; f__Lichtheimiaceae ; g__Lichtheimia ; s__ramosa	2	0	0	0	0	0	0	0	0	0	1	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1139	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	5	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	2	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 1140	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV 1141	k__Fungi ; p__Basidiomycota ; c__Ustilaginomycetes ; o__Ustilaginales ; f__Ustilaginaceae ; g__Ustilago ; s__hordei	4	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1142	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ASV 1143	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Microascus ; s__brevicaulis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1144	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
ASV 1145	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__coccotrypicola	4	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV 1146	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1147	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__osmophilum	0	0	1	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	1	0	0	0
ASV 1148	k__Fungi ; p__Mucoromycota ; c__Mucoromycetes ; o__Mucorales ; f__Mucoraceae ; g__Mucor ; s__nidicola	0	0	0	0	0	0	0	0	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1149	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1150	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Capnodiales ; f__Mycosphaerellaceae ; g__Mycosphaerella ; s__tassiana	2	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0
ASV 1151	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__cibarius	1	2	0	0	0	0	0	0	0	2	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0
ASV 1152	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__penicillioides	9	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV 1153	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	1	0	1	0	0	0
ASV 1154	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__clavatus	0	0	3	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ASV 1155	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	3	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV 1156	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1157	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Hypocreales ; f__Clavicipitaceae ; g__Claviceps ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1158	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__aurantiogriseum	0	0	2	0	0	0	0	0	0	2	0	5	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0
ASV 1159	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1160	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Microascus ; s__cirrosus	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ASV 1161	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV 1162	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__penicillioides	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
ASV 1163	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	1	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV 1164	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1165	k__Fungi ; p__Basidiomycota ; c__Ustilaginomycetes ; o__Ustilaginales ; f__Ustilaginaceae ; g__Sporisorium ; NA	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1166	k__Fungi ; p__Basidiomycota ; c__Ustilaginomycetes ; o__Ustilaginales ; f__Ustilaginaceae ; g__Pseudozyma ; s__prolifica	0	2	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
ASV 1167	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; NA	0	0	1	0	0	0	0	0	8	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV 1168	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__subalbidus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV 1169	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Microascus ; s__brevicaulis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1170	k__Fungi ; p__Ascomycota ; c__Sordariomycetes ; o__Microascales ; f__Microascaceae ; g__Microascus ; s__brevicaulis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV 1171	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__viridinutans	0	0	0	0	0	0	0	0	6	1	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1172	k__Fungi ; p__Ascomycota ; c__Dothideomycetes ; o__Pleosporales ; f__Thyridariaceae ; g__Roussoella ; NA	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1173	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1174	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1175	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1176	k__Fungi ; p__Basidiomycota ; c__Tremellomycetes ; o__Tremellales ; f__Bulleribasidiaceae ; g__Vishniacozyma ; s__victoriae	3	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1177	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__penicillioides	11	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1178	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Penicillium ; s__coccotrypicola	0	0	2	0	0	0	0	0	5	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1179	k__Fungi ; p__Basidiomycota ; c__Agaricomycetes ; c__Agaricomycetes ; c__Agaricomycetes ; c__Agaricomycetes ; c__Agaricomycetes 	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1180	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__fumigatus	0	0	0	0	0	0	0	0	6	0	4	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1181	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 1182	k__Fungi ; NA ; NA ; NA ; NA ; NA ; NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV 1183	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__cibarius	2	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV 1184	k__Fungi ; p__Ascomycota ; c__Eurotiomycetes ; o__Eurotiales ; f__Aspergillaceae ; g__Aspergillus ; s__cibarius	3	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
